batting_team,bowling_team,overs,current_score,wickets,runs_last5,wickets_last5,final_score
Rajasthan Royals,Sunrisers Hyderabad,13,119,2,52,1,167
Royal Challengers Bangalore,Rajasthan Royals,12,98,0,27,0,167
Sunrisers Hyderabad,Chennai Super Kings,19,102,3,32,2,121
Chennai Super Kings,Delhi Capitals,18,166,4,47,0,182
Rajasthan Royals,Delhi Capitals,10,81,0,35,0,175
Sunrisers Hyderabad,Kolkata Knight Riders,9,75,0,37,0,174
Royal Challengers Bangalore,Punjab Kings,18,116,2,50,0,124
Lucknow Super Giants,Gujarat Titans,10,102,1,61,0,206
Rajasthan Royals,Sunrisers Hyderabad,18,162,2,55,1,168
Rajasthan Royals,Kolkata Knight Riders,15,139,2,62,0,165
Rajasthan Royals,Punjab Kings,8,72,0,30,0,187
Rajasthan Royals,Delhi Capitals,17,148,0,37,0,177
Kolkata Knight Riders,Gujarat Titans,15,124,2,57,0,159
Royal Challengers Bangalore,Gujarat Titans,11,95,0,44,0,180
Mumbai Indians,Punjab Kings,8,75,0,25,0,190
Kolkata Knight Riders,Rajasthan Royals,13,93,0,41,0,130
Lucknow Super Giants,Punjab Kings,5,37,0,55,0,162
Royal Challengers Bangalore,Delhi Capitals,10,51,0,46,0,113
Punjab Kings,Gujarat Titans,19,154,1,65,1,159
Royal Challengers Bangalore,Kolkata Knight Riders,11,100,2,44,2,157
Rajasthan Royals,Punjab Kings,12,80,1,50,1,117
Punjab Kings,Royal Challengers Bangalore,16,117,4,57,1,122
Punjab Kings,Kolkata Knight Riders,10,82,2,24,1,133
Chennai Super Kings,Lucknow Super Giants,5,26,0,53,0,152
Punjab Kings,Chennai Super Kings,9,70,0,52,0,164
Chennai Super Kings,Sunrisers Hyderabad,6,45,1,58,0,185
Lucknow Super Giants,Mumbai Indians,19,120,1,32,0,125
Chennai Super Kings,Rajasthan Royals,16,123,2,61,2,170
Chennai Super Kings,Delhi Capitals,6,59,0,31,0,179
Kolkata Knight Riders,Sunrisers Hyderabad,9,52,0,60,0,118
Rajasthan Royals,Delhi Capitals,9,56,0,66,0,148
Royal Challengers Bangalore,Delhi Capitals,6,48,0,47,0,152
Gujarat Titans,Delhi Capitals,18,162,2,50,0,194
Kolkata Knight Riders,Royal Challengers Bangalore,10,68,0,46,0,149
Delhi Capitals,Chennai Super Kings,12,91,4,38,0,154
Gujarat Titans,Delhi Capitals,17,130,3,46,1,139
Rajasthan Royals,Mumbai Indians,15,123,5,29,1,151
Chennai Super Kings,Delhi Capitals,14,114,4,46,0,149
Gujarat Titans,Royal Challengers Bangalore,10,76,0,49,0,149
Punjab Kings,Kolkata Knight Riders,17,146,0,43,0,158
Royal Challengers Bangalore,Delhi Capitals,11,89,0,47,0,187
Delhi Capitals,Gujarat Titans,9,72,0,40,0,186
Royal Challengers Bangalore,Rajasthan Royals,12,80,1,39,0,145
Punjab Kings,Chennai Super Kings,18,112,0,37,0,117
Kolkata Knight Riders,Sunrisers Hyderabad,17,120,2,41,1,134
Punjab Kings,Gujarat Titans,14,101,1,42,1,164
Lucknow Super Giants,Delhi Capitals,15,110,3,27,1,157
Royal Challengers Bangalore,Kolkata Knight Riders,11,102,0,27,0,177
Rajasthan Royals,Lucknow Super Giants,12,63,1,32,1,106
Delhi Capitals,Sunrisers Hyderabad,17,160,4,21,0,179
Rajasthan Royals,Sunrisers Hyderabad,7,76,0,40,0,244
Mumbai Indians,Royal Challengers Bangalore,6,40,0,46,0,142
Lucknow Super Giants,Delhi Capitals,5,48,0,40,0,225
Rajasthan Royals,Mumbai Indians,5,41,0,47,0,153
Chennai Super Kings,Mumbai Indians,11,101,0,29,0,186
Lucknow Super Giants,Sunrisers Hyderabad,10,94,0,51,0,193
Gujarat Titans,Chennai Super Kings,13,102,2,38,1,162
Mumbai Indians,Gujarat Titans,14,123,1,20,1,186
Delhi Capitals,Royal Challengers Bangalore,12,102,0,46,0,182
Kolkata Knight Riders,Rajasthan Royals,11,101,5,41,1,163
Punjab Kings,Royal Challengers Bangalore,12,80,2,52,1,128
Lucknow Super Giants,Delhi Capitals,5,46,0,62,0,199
Rajasthan Royals,Lucknow Super Giants,7,58,1,30,1,177
Chennai Super Kings,Gujarat Titans,10,62,0,45,0,146
Rajasthan Royals,Royal Challengers Bangalore,17,110,6,58,0,121
Punjab Kings,Mumbai Indians,7,51,2,57,0,158
Mumbai Indians,Punjab Kings,10,88,0,48,0,201
Gujarat Titans,Royal Challengers Bangalore,12,92,1,21,1,153
Lucknow Super Giants,Sunrisers Hyderabad,18,107,0,25,0,126
Kolkata Knight Riders,Punjab Kings,15,97,2,42,0,125
Kolkata Knight Riders,Lucknow Super Giants,7,61,1,52,1,179
Lucknow Super Giants,Punjab Kings,6,40,1,57,1,127
Lucknow Super Giants,Chennai Super Kings,14,132,2,48,1,196
Royal Challengers Bangalore,Kolkata Knight Riders,17,137,2,33,0,174
Rajasthan Royals,Royal Challengers Bangalore,9,66,2,32,1,142
Mumbai Indians,Rajasthan Royals,16,173,3,49,0,205
Rajasthan Royals,Sunrisers Hyderabad,17,126,5,60,0,133
Royal Challengers Bangalore,Sunrisers Hyderabad,11,94,3,29,0,175
Mumbai Indians,Punjab Kings,18,144,0,32,0,152
Gujarat Titans,Chennai Super Kings,8,64,1,57,0,167
Sunrisers Hyderabad,Delhi Capitals,13,120,2,21,1,192
Delhi Capitals,Royal Challengers Bangalore,7,52,1,23,0,162
Delhi Capitals,Punjab Kings,17,163,2,54,0,186
Royal Challengers Bangalore,Sunrisers Hyderabad,15,116,1,27,0,174
Punjab Kings,Chennai Super Kings,7,56,1,31,1,158
Chennai Super Kings,Mumbai Indians,13,122,2,65,0,178
Rajasthan Royals,Delhi Capitals,13,97,0,53,0,136
Sunrisers Hyderabad,Lucknow Super Giants,6,61,0,62,0,197
Sunrisers Hyderabad,Punjab Kings,11,74,0,63,0,119
Rajasthan Royals,Gujarat Titans,6,44,0,61,0,175
Rajasthan Royals,Chennai Super Kings,8,41,1,67,0,122
Sunrisers Hyderabad,Chennai Super Kings,10,108,2,70,2,218
Sunrisers Hyderabad,Royal Challengers Bangalore,14,106,0,52,0,139
Delhi Capitals,Mumbai Indians,6,36,0,45,0,134
Rajasthan Royals,Delhi Capitals,18,180,1,47,1,226
Punjab Kings,Sunrisers Hyderabad,12,95,0,47,0,144
Chennai Super Kings,Punjab Kings,8,82,1,60,0,194
Royal Challengers Bangalore,Lucknow Super Giants,12,124,0,33,0,193
Gujarat Titans,Royal Challengers Bangalore,16,110,4,55,0,125
Sunrisers Hyderabad,Gujarat Titans,11,74,2,58,2,162
Delhi Capitals,Lucknow Super Giants,13,99,3,33,0,128
Chennai Super Kings,Mumbai Indians,19,150,1,39,1,164
Royal Challengers Bangalore,Sunrisers Hyderabad,9,74,2,33,1,142
Gujarat Titans,Punjab Kings,14,135,0,49,0,196
Royal Challengers Bangalore,Mumbai Indians,14,107,2,45,1,142
Kolkata Knight Riders,Mumbai Indians,5,42,1,45,0,170
Mumbai Indians,Royal Challengers Bangalore,12,59,0,43,0,112
Royal Challengers Bangalore,Gujarat Titans,15,143,1,63,0,215
Kolkata Knight Riders,Mumbai Indians,12,73,4,28,1,116
Mumbai Indians,Punjab Kings,7,46,0,60,0,169
Rajasthan Royals,Royal Challengers Bangalore,19,177,3,31,0,182
Delhi Capitals,Mumbai Indians,19,155,2,35,2,166
Rajasthan Royals,Mumbai Indians,18,144,1,28,0,149
Kolkata Knight Riders,Royal Challengers Bangalore,8,89,0,24,0,197
Chennai Super Kings,Delhi Capitals,12,112,1,22,0,183
Lucknow Super Giants,Mumbai Indians,17,172,0,42,0,200
Rajasthan Royals,Punjab Kings,11,95,0,33,0,140
Punjab Kings,Rajasthan Royals,19,138,2,19,1,151
Lucknow Super Giants,Sunrisers Hyderabad,12,89,1,67,0,138
Chennai Super Kings,Sunrisers Hyderabad,13,67,1,31,0,117
Mumbai Indians,Gujarat Titans,5,28,0,59,0,138
Chennai Super Kings,Punjab Kings,10,92,1,67,1,182
Kolkata Knight Riders,Delhi Capitals,15,101,1,37,1,138
Lucknow Super Giants,Punjab Kings,16,142,2,30,0,174
Sunrisers Hyderabad,Chennai Super Kings,12,77,3,21,1,108
Gujarat Titans,Lucknow Super Giants,8,49,1,61,0,121
Delhi Capitals,Sunrisers Hyderabad,8,63,0,50,0,166
Gujarat Titans,Rajasthan Royals,5,30,0,56,0,135
Royal Challengers Bangalore,Mumbai Indians,10,90,0,47,0,170
Lucknow Super Giants,Rajasthan Royals,19,124,4,67,0,131
Gujarat Titans,Chennai Super Kings,10,89,2,66,0,152
Sunrisers Hyderabad,Royal Challengers Bangalore,6,48,0,56,0,160
Punjab Kings,Gujarat Titans,13,119,2,68,0,177
Delhi Capitals,Royal Challengers Bangalore,9,56,2,43,1,139
Punjab Kings,Lucknow Super Giants,15,135,0,17,0,180
Royal Challengers Bangalore,Delhi Capitals,13,119,1,34,1,194
Rajasthan Royals,Sunrisers Hyderabad,17,132,1,66,1,138
Rajasthan Royals,Delhi Capitals,9,72,0,66,0,164
Kolkata Knight Riders,Mumbai Indians,13,78,5,74,1,93
Punjab Kings,Delhi Capitals,15,115,1,36,0,169
Chennai Super Kings,Kolkata Knight Riders,19,162,1,72,1,177
Lucknow Super Giants,Mumbai Indians,5,40,0,24,0,146
Mumbai Indians,Delhi Capitals,15,127,2,61,1,154
Chennai Super Kings,Gujarat Titans,10,78,1,33,1,126
Chennai Super Kings,Kolkata Knight Riders,19,127,6,64,1,134
Delhi Capitals,Rajasthan Royals,17,111,0,37,0,128
Rajasthan Royals,Royal Challengers Bangalore,13,84,0,57,0,138
Punjab Kings,Rajasthan Royals,10,54,1,54,0,111
Mumbai Indians,Chennai Super Kings,6,48,1,65,0,205
Lucknow Super Giants,Punjab Kings,14,125,0,50,0,196
Delhi Capitals,Chennai Super Kings,12,91,1,29,1,138
Kolkata Knight Riders,Rajasthan Royals,12,101,0,30,0,178
Chennai Super Kings,Punjab Kings,11,75,1,34,1,113
Mumbai Indians,Chennai Super Kings,5,37,0,40,0,182
Royal Challengers Bangalore,Chennai Super Kings,15,91,3,28,0,120
Royal Challengers Bangalore,Sunrisers Hyderabad,18,130,4,52,0,141
Royal Challengers Bangalore,Kolkata Knight Riders,16,156,0,46,0,202
Kolkata Knight Riders,Punjab Kings,6,60,0,20,0,194
Delhi Capitals,Kolkata Knight Riders,16,132,0,48,0,152
Rajasthan Royals,Royal Challengers Bangalore,14,109,0,69,0,180
Rajasthan Royals,Royal Challengers Bangalore,8,78,1,39,1,192
Delhi Capitals,Sunrisers Hyderabad,18,107,2,75,1,112
Delhi Capitals,Mumbai Indians,5,36,0,45,0,167
Punjab Kings,Royal Challengers Bangalore,5,38,0,29,0,146
Mumbai Indians,Punjab Kings,12,92,3,37,1,151
Sunrisers Hyderabad,Lucknow Super Giants,14,84,1,55,1,155
Royal Challengers Bangalore,Sunrisers Hyderabad,13,91,1,64,0,137
Delhi Capitals,Punjab Kings,12,95,0,59,0,153
Delhi Capitals,Sunrisers Hyderabad,6,44,0,45,0,165
Rajasthan Royals,Sunrisers Hyderabad,14,116,2,62,1,184
Kolkata Knight Riders,Rajasthan Royals,16,111,4,46,0,122
Royal Challengers Bangalore,Kolkata Knight Riders,17,147,1,71,1,176
Lucknow Super Giants,Punjab Kings,16,147,1,60,0,171
Royal Challengers Bangalore,Rajasthan Royals,5,30,0,37,0,134
Royal Challengers Bangalore,Sunrisers Hyderabad,19,152,0,48,0,177
Delhi Capitals,Lucknow Super Giants,9,73,0,50,0,171
Lucknow Super Giants,Chennai Super Kings,12,65,3,23,0,86
Delhi Capitals,Lucknow Super Giants,15,99,1,61,0,132
Gujarat Titans,Delhi Capitals,8,77,1,43,0,180
Gujarat Titans,Rajasthan Royals,6,63,0,71,0,197
Chennai Super Kings,Delhi Capitals,9,79,1,61,0,192
Punjab Kings,Mumbai Indians,5,45,0,52,0,163
Punjab Kings,Sunrisers Hyderabad,11,61,1,44,1,136
Lucknow Super Giants,Royal Challengers Bangalore,17,111,5,38,0,130
Punjab Kings,Delhi Capitals,16,143,1,42,0,195
Kolkata Knight Riders,Royal Challengers Bangalore,15,100,1,30,1,149
Mumbai Indians,Royal Challengers Bangalore,11,78,0,50,0,164
Delhi Capitals,Royal Challengers Bangalore,14,107,0,69,0,165
Sunrisers Hyderabad,Rajasthan Royals,8,60,1,63,0,145
Rajasthan Royals,Chennai Super Kings,6,53,1,44,0,210
Sunrisers Hyderabad,Mumbai Indians,19,180,0,33,0,185
Delhi Capitals,Chennai Super Kings,14,76,0,51,0,136
Rajasthan Royals,Royal Challengers Bangalore,7,70,1,48,0,177
Gujarat Titans,Kolkata Knight Riders,15,149,1,28,1,184
Punjab Kings,Lucknow Super Giants,6,30,0,33,0,130
Delhi Capitals,Rajasthan Royals,18,150,1,58,1,171
Royal Challengers Bangalore,Gujarat Titans,18,166,3,62,2,197
Chennai Super Kings,Kolkata Knight Riders,18,128,5,39,3,133
Lucknow Super Giants,Punjab Kings,15,136,1,27,1,185
Chennai Super Kings,Delhi Capitals,12,92,3,59,0,127
Kolkata Knight Riders,Royal Challengers Bangalore,16,159,2,48,0,199
Lucknow Super Giants,Delhi Capitals,9,89,0,68,0,161
Royal Challengers Bangalore,Rajasthan Royals,12,121,3,67,1,221
Punjab Kings,Rajasthan Royals,15,145,2,64,0,210
Sunrisers Hyderabad,Mumbai Indians,15,124,2,44,1,159
Lucknow Super Giants,Chennai Super Kings,14,99,3,44,1,132
Kolkata Knight Riders,Chennai Super Kings,13,90,1,52,0,125
Lucknow Super Giants,Royal Challengers Bangalore,17,121,1,43,0,157
Gujarat Titans,Sunrisers Hyderabad,7,76,0,51,0,167
Sunrisers Hyderabad,Royal Challengers Bangalore,8,55,0,28,0,131
Mumbai Indians,Lucknow Super Giants,17,114,0,55,0,140
Kolkata Knight Riders,Lucknow Super Giants,11,82,1,57,0,154
Sunrisers Hyderabad,Chennai Super Kings,10,89,0,63,0,184
Kolkata Knight Riders,Rajasthan Royals,6,40,0,61,0,152
Royal Challengers Bangalore,Chennai Super Kings,18,174,1,70,1,184
Lucknow Super Giants,Delhi Capitals,13,102,1,20,1,159
Gujarat Titans,Kolkata Knight Riders,19,135,0,25,0,140
Punjab Kings,Lucknow Super Giants,13,94,1,61,1,170
Punjab Kings,Chennai Super Kings,14,139,3,52,1,194
Sunrisers Hyderabad,Gujarat Titans,5,35,1,67,0,157
Delhi Capitals,Royal Challengers Bangalore,18,113,0,63,0,118
Sunrisers Hyderabad,Royal Challengers Bangalore,5,25,0,40,0,133
Rajasthan Royals,Delhi Capitals,5,16,0,49,0,156
Sunrisers Hyderabad,Punjab Kings,19,128,6,37,3,133
Rajasthan Royals,Kolkata Knight Riders,16,154,3,65,0,197
Gujarat Titans,Lucknow Super Giants,16,104,0,60,0,115
Delhi Capitals,Rajasthan Royals,15,139,1,39,1,176
Royal Challengers Bangalore,Lucknow Super Giants,7,72,0,63,0,189
Royal Challengers Bangalore,Lucknow Super Giants,16,130,0,52,0,144
Mumbai Indians,Royal Challengers Bangalore,15,135,0,52,0,186
Gujarat Titans,Chennai Super Kings,18,173,1,54,1,188
Mumbai Indians,Punjab Kings,9,65,1,31,1,144
Kolkata Knight Riders,Sunrisers Hyderabad,17,107,2,58,0,113
Punjab Kings,Gujarat Titans,7,40,0,70,0,140
Mumbai Indians,Lucknow Super Giants,17,182,1,77,0,210
Gujarat Titans,Mumbai Indians,14,100,0,23,0,154
Delhi Capitals,Royal Challengers Bangalore,12,86,0,54,0,128
Lucknow Super Giants,Royal Challengers Bangalore,16,133,2,32,1,157
Royal Challengers Bangalore,Delhi Capitals,12,123,0,63,0,194
Sunrisers Hyderabad,Mumbai Indians,6,54,0,69,0,182
Punjab Kings,Mumbai Indians,13,88,0,49,0,138
Royal Challengers Bangalore,Delhi Capitals,13,104,2,40,1,159
Lucknow Super Giants,Mumbai Indians,11,70,1,62,0,126
Sunrisers Hyderabad,Gujarat Titans,17,123,2,75,1,148
Kolkata Knight Riders,Mumbai Indians,14,141,0,35,0,216
Mumbai Indians,Chennai Super Kings,16,124,0,64,0,153
Royal Challengers Bangalore,Gujarat Titans,9,65,1,34,0,137
Mumbai Indians,Delhi Capitals,19,157,1,27,0,163
Gujarat Titans,Royal Challengers Bangalore,6,44,0,56,0,161
Mumbai Indians,Sunrisers Hyderabad,5,48,0,26,0,176
Delhi Capitals,Rajasthan Royals,18,138,0,51,0,164
Mumbai Indians,Royal Challengers Bangalore,18,148,3,49,2,173
Punjab Kings,Lucknow Super Giants,15,112,2,44,2,153
Gujarat Titans,Lucknow Super Giants,10,79,1,59,0,176
Kolkata Knight Riders,Royal Challengers Bangalore,16,140,1,31,0,189
Delhi Capitals,Punjab Kings,6,47,1,36,0,135
Kolkata Knight Riders,Lucknow Super Giants,5,53,0,49,0,225
Rajasthan Royals,Gujarat Titans,19,141,4,31,0,146
Punjab Kings,Delhi Capitals,7,60,1,43,1,172
Chennai Super Kings,Rajasthan Royals,7,44,0,22,0,145
Rajasthan Royals,Delhi Capitals,9,90,0,44,0,188
Mumbai Indians,Punjab Kings,14,93,3,59,0,128
Mumbai Indians,Chennai Super Kings,10,76,1,55,0,141
Rajasthan Royals,Gujarat Titans,10,69,2,42,1,143
Delhi Capitals,Mumbai Indians,7,55,1,48,0,195
Mumbai Indians,Rajasthan Royals,12,90,0,56,0,120
Punjab Kings,Royal Challengers Bangalore,10,77,1,61,1,147
Royal Challengers Bangalore,Sunrisers Hyderabad,16,151,4,32,0,174
Kolkata Knight Riders,Delhi Capitals,17,132,3,56,0,141
Mumbai Indians,Gujarat Titans,15,112,4,60,1,125
Mumbai Indians,Rajasthan Royals,17,122,1,33,1,170
Chennai Super Kings,Gujarat Titans,16,129,3,48,0,163
Royal Challengers Bangalore,Gujarat Titans,8,67,0,67,0,153
Punjab Kings,Chennai Super Kings,6,49,0,71,0,221
Sunrisers Hyderabad,Rajasthan Royals,12,98,0,39,0,168
Rajasthan Royals,Delhi Capitals,10,75,0,42,0,180
Chennai Super Kings,Lucknow Super Giants,13,80,0,42,0,153
Mumbai Indians,Gujarat Titans,5,33,0,45,0,173
Sunrisers Hyderabad,Gujarat Titans,16,133,3,30,0,156
Rajasthan Royals,Kolkata Knight Riders,16,132,0,37,0,153
Mumbai Indians,Delhi Capitals,8,58,1,25,1,118
Kolkata Knight Riders,Chennai Super Kings,6,29,0,71,0,121
Chennai Super Kings,Sunrisers Hyderabad,9,65,1,36,1,154
Mumbai Indians,Sunrisers Hyderabad,11,106,0,39,0,157
Sunrisers Hyderabad,Lucknow Super Giants,15,135,1,55,1,186
Delhi Capitals,Gujarat Titans,8,59,1,50,0,118
Mumbai Indians,Gujarat Titans,17,110,0,41,0,126
Punjab Kings,Gujarat Titans,15,110,0,39,0,147
Delhi Capitals,Kolkata Knight Riders,10,73,1,36,0,165
Chennai Super Kings,Kolkata Knight Riders,16,120,0,37,0,166
Kolkata Knight Riders,Mumbai Indians,6,53,0,42,0,181
Royal Challengers Bangalore,Rajasthan Royals,8,61,0,44,0,162
Lucknow Super Giants,Mumbai Indians,6,51,1,29,0,134
Sunrisers Hyderabad,Mumbai Indians,12,104,2,56,2,166
Sunrisers Hyderabad,Gujarat Titans,10,93,1,38,0,182
Mumbai Indians,Sunrisers Hyderabad,6,47,0,56,0,149
Sunrisers Hyderabad,Kolkata Knight Riders,13,125,1,25,1,189
Kolkata Knight Riders,Punjab Kings,14,80,2,43,2,120
Chennai Super Kings,Rajasthan Royals,5,45,1,71,0,177
Gujarat Titans,Sunrisers Hyderabad,9,58,3,65,0,137
Rajasthan Royals,Mumbai Indians,8,73,1,29,0,184
Chennai Super Kings,Punjab Kings,8,43,0,63,0,126
Gujarat Titans,Lucknow Super Giants,15,152,0,25,0,212
Rajasthan Royals,Delhi Capitals,16,145,2,47,2,179
Delhi Capitals,Sunrisers Hyderabad,14,104,0,49,0,163
Gujarat Titans,Delhi Capitals,19,150,1,32,0,155
Delhi Capitals,Chennai Super Kings,15,135,1,68,1,161
Chennai Super Kings,Punjab Kings,17,134,4,27,2,139
Rajasthan Royals,Kolkata Knight Riders,10,75,0,27,0,181
Gujarat Titans,Kolkata Knight Riders,5,41,0,20,0,160
Gujarat Titans,Delhi Capitals,6,49,1,57,1,183
Sunrisers Hyderabad,Rajasthan Royals,5,28,0,43,0,165
Punjab Kings,Lucknow Super Giants,10,77,0,56,0,154
Rajasthan Royals,Mumbai Indians,14,105,1,34,1,138
Kolkata Knight Riders,Rajasthan Royals,10,89,1,68,1,192
Chennai Super Kings,Sunrisers Hyderabad,11,86,0,34,0,150
Sunrisers Hyderabad,Rajasthan Royals,11,94,0,40,0,183
Sunrisers Hyderabad,Gujarat Titans,14,139,2,54,0,197
Royal Challengers Bangalore,Delhi Capitals,7,55,1,26,1,194
Gujarat Titans,Chennai Super Kings,19,145,2,59,2,160
Gujarat Titans,Kolkata Knight Riders,9,71,2,55,1,146
Kolkata Knight Riders,Royal Challengers Bangalore,17,112,1,41,1,126
Mumbai Indians,Chennai Super Kings,15,133,2,58,1,183
Punjab Kings,Gujarat Titans,18,121,1,53,1,126
Lucknow Super Giants,Chennai Super Kings,10,82,0,71,0,135
Punjab Kings,Rajasthan Royals,8,62,1,49,0,175
Chennai Super Kings,Mumbai Indians,12,94,2,47,0,132
Rajasthan Royals,Mumbai Indians,8,54,0,40,0,147
Delhi Capitals,Kolkata Knight Riders,8,63,1,21,1,171
Punjab Kings,Gujarat Titans,12,118,1,23,1,180
Delhi Capitals,Rajasthan Royals,17,124,1,72,1,153
Delhi Capitals,Mumbai Indians,16,114,4,32,0,142
Punjab Kings,Royal Challengers Bangalore,19,176,4,57,0,188
Sunrisers Hyderabad,Punjab Kings,19,168,3,53,3,174
Delhi Capitals,Rajasthan Royals,14,105,0,47,0,148
Sunrisers Hyderabad,Delhi Capitals,7,48,1,60,1,138
Mumbai Indians,Sunrisers Hyderabad,10,96,2,41,2,190
Delhi Capitals,Gujarat Titans,10,81,0,34,0,152
Mumbai Indians,Royal Challengers Bangalore,8,62,0,43,0,158
Kolkata Knight Riders,Rajasthan Royals,6,49,0,65,0,153
Mumbai Indians,Delhi Capitals,16,133,2,39,1,145
Rajasthan Royals,Gujarat Titans,12,94,2,36,0,148
Mumbai Indians,Delhi Capitals,14,127,2,44,2,168
Lucknow Super Giants,Royal Challengers Bangalore,10,83,1,40,0,173
Mumbai Indians,Lucknow Super Giants,17,140,4,50,0,158
Mumbai Indians,Rajasthan Royals,18,152,1,33,1,158
Rajasthan Royals,Gujarat Titans,19,152,5,60,0,157
Lucknow Super Giants,Delhi Capitals,5,51,0,64,0,174
Mumbai Indians,Gujarat Titans,18,177,2,34,1,188
Royal Challengers Bangalore,Sunrisers Hyderabad,10,94,0,44,0,202
Mumbai Indians,Rajasthan Royals,12,93,3,75,1,157
Kolkata Knight Riders,Punjab Kings,12,116,3,64,0,163
Delhi Capitals,Mumbai Indians,15,131,3,49,0,157
Rajasthan Royals,Kolkata Knight Riders,5,24,0,31,0,115
Lucknow Super Giants,Sunrisers Hyderabad,17,125,0,26,0,144
Gujarat Titans,Delhi Capitals,17,135,1,62,0,147
Sunrisers Hyderabad,Lucknow Super Giants,18,126,3,64,0,136
Royal Challengers Bangalore,Kolkata Knight Riders,12,88,0,68,0,151
Gujarat Titans,Rajasthan Royals,11,83,0,54,0,166
Royal Challengers Bangalore,Punjab Kings,16,91,2,66,0,124
Kolkata Knight Riders,Sunrisers Hyderabad,13,126,5,37,0,171
Delhi Capitals,Gujarat Titans,19,125,5,59,2,130
Rajasthan Royals,Gujarat Titans,15,116,1,44,1,156
Punjab Kings,Chennai Super Kings,15,106,1,72,0,144
Punjab Kings,Kolkata Knight Riders,16,142,0,45,0,185
Mumbai Indians,Punjab Kings,11,86,2,63,0,161
Rajasthan Royals,Punjab Kings,7,48,0,56,0,180
Rajasthan Royals,Gujarat Titans,19,153,1,25,1,169
Chennai Super Kings,Royal Challengers Bangalore,16,119,1,39,1,141
Punjab Kings,Delhi Capitals,18,153,0,42,0,183
Rajasthan Royals,Gujarat Titans,16,125,0,65,0,153
Rajasthan Royals,Kolkata Knight Riders,17,102,1,52,1,139
Mumbai Indians,Rajasthan Royals,12,69,0,54,0,129
Lucknow Super Giants,Mumbai Indians,10,66,1,55,1,155
Mumbai Indians,Gujarat Titans,17,134,1,52,0,181
Rajasthan Royals,Royal Challengers Bangalore,8,65,0,68,0,176
Rajasthan Royals,Lucknow Super Giants,13,126,0,24,0,204
Royal Challengers Bangalore,Punjab Kings,19,203,4,38,0,208
Punjab Kings,Mumbai Indians,15,115,2,14,0,149
Gujarat Titans,Lucknow Super Giants,18,129,0,40,0,134
Gujarat Titans,Mumbai Indians,15,152,4,60,3,187
Chennai Super Kings,Kolkata Knight Riders,11,80,3,50,2,147
Rajasthan Royals,Chennai Super Kings,18,152,2,55,1,170
Punjab Kings,Mumbai Indians,13,101,1,55,1,144
Gujarat Titans,Royal Challengers Bangalore,9,55,1,75,0,122
Punjab Kings,Rajasthan Royals,19,127,2,38,2,132
Rajasthan Royals,Lucknow Super Giants,8,73,0,47,0,183
Kolkata Knight Riders,Delhi Capitals,9,81,0,31,0,168
Delhi Capitals,Rajasthan Royals,14,95,2,63,0,136
Mumbai Indians,Lucknow Super Giants,13,99,0,29,0,148
Punjab Kings,Chennai Super Kings,15,131,3,33,0,158
Kolkata Knight Riders,Lucknow Super Giants,19,202,3,34,2,207
Chennai Super Kings,Gujarat Titans,5,52,1,63,1,170
Delhi Capitals,Chennai Super Kings,6,50,0,54,0,151
Punjab Kings,Rajasthan Royals,14,134,3,53,1,197
Rajasthan Royals,Lucknow Super Giants,8,64,1,59,1,159
Gujarat Titans,Kolkata Knight Riders,6,62,1,33,1,170
Lucknow Super Giants,Mumbai Indians,5,49,0,28,0,187
Delhi Capitals,Sunrisers Hyderabad,14,114,1,32,0,159
Lucknow Super Giants,Chennai Super Kings,12,133,0,46,0,215
Gujarat Titans,Sunrisers Hyderabad,6,53,0,44,0,231
Rajasthan Royals,Punjab Kings,16,163,0,43,0,208
Punjab Kings,Royal Challengers Bangalore,16,124,1,54,1,162
Chennai Super Kings,Sunrisers Hyderabad,8,56,2,63,1,165
Rajasthan Royals,Mumbai Indians,13,89,1,46,1,134
Gujarat Titans,Sunrisers Hyderabad,13,105,3,63,2,166
Kolkata Knight Riders,Royal Challengers Bangalore,17,120,1,52,0,137
Kolkata Knight Riders,Sunrisers Hyderabad,14,146,1,32,0,197
Delhi Capitals,Royal Challengers Bangalore,17,148,3,57,1,173
Delhi Capitals,Chennai Super Kings,15,91,1,55,1,120
Lucknow Super Giants,Mumbai Indians,18,176,4,51,0,181
Chennai Super Kings,Sunrisers Hyderabad,15,107,1,45,0,126
Royal Challengers Bangalore,Chennai Super Kings,12,88,0,31,0,168
Chennai Super Kings,Rajasthan Royals,15,124,1,67,1,157
Chennai Super Kings,Rajasthan Royals,13,101,0,52,0,152
Lucknow Super Giants,Chennai Super Kings,18,213,4,41,1,238
Royal Challengers Bangalore,Rajasthan Royals,5,48,0,29,0,190
Mumbai Indians,Gujarat Titans,9,92,0,32,0,199
Mumbai Indians,Chennai Super Kings,15,143,1,35,1,180
Gujarat Titans,Mumbai Indians,9,74,0,52,0,164
Royal Challengers Bangalore,Chennai Super Kings,9,72,0,67,0,185
Kolkata Knight Riders,Mumbai Indians,9,82,0,43,0,175
Lucknow Super Giants,Chennai Super Kings,6,56,1,57,1,170
Kolkata Knight Riders,Gujarat Titans,8,58,0,53,0,159
Royal Challengers Bangalore,Rajasthan Royals,7,48,0,36,0,144
Rajasthan Royals,Mumbai Indians,13,127,2,34,0,174
Royal Challengers Bangalore,Chennai Super Kings,8,61,0,55,0,172
